rank,key,canonical,n_papers,papers,sample_reference
2062,waber_2013,Waber (2013),1,newman_eliminating_2020,"Waber, B. (2013). People analytics: How social sensing technology will transform business and what it tells us about the future of work. Upper Saddle River, NJ: FT Press."
2063,wachter-boettcher_2017,Wachter-Boettcher (2017),1,shank_attributions_2019,"Wachter-Boettcher, S. (2017). Technically wrong: Sexist apps, biased algorithms, and other threats of toxic tech. New York: WW Norton & Company."
2064,wachter_2017,Wachter (2017),1,jauernig_people_2022,"Wachter, S., Mittelstadt, B., & Floridi, L. (2017). Transparent, Explainable, and Accountable AI for Robotics. Science Robotics, 2(6), eaan6080."
2065,wagner_2018,Wagner (2018),1,berger_watch_2021,"Wagner AR, Borenstein J, Howard A (2018) Overtrust in the robotic age. Commun ACM 61(9):22�24. https://doi.org/10.1145/ 3241365"
2066,wallace_1994,Wallace (1994),1,kirchkamp_sharing_2019,"Wallace, R. J. (1994). Responsibility and the moral sentiments. Harvard University Press,"
2067,wallach_2008,Wallach (2008),1,hueholt_trusting_2026,"Wallach, W., Allen, C., 2008. Moral Machines: Teaching Robots Right from Wrong. Oxford University Press."
2068,wallach_2009,Wallach (2009),1,bigman_people_2018,"Wallach, W., & Allen, C. (2009). Moral machines: teaching robots right from wrong. Moral machines: teaching robots right from wrong. New York, NY: Oxford University Press. < http://doi.org/10.1093/acprof:oso/9780195374049.001.0001 > ."
2069,wallach_2010,Wallach (2010),1,bigman_people_2018,"Wallach, W., Franklin, S., & Allen, C. (2010). A conceptual and computational model of moral decision making in human and artificial agents. Topics in Cognitive Science, 2(3), 454�485. https://doi.org/10.1111/j.1756-8765.2010.01095.x."
2070,wamba_2015,Wamba (2015),1,trunk_current_2020,"Wamba, Samuel Fosso, Shahriar Akter, Andrew Edwards, Geoffrey Chopin, and Denis Gnanzou. 2015. How `big data' can make big impact: Findings from a systematic review and a longitudinal case study. International Journal of Production Economics 165: 234�246. https://doi.org/10.1016/j.ijpe. 2014.12.031."
2071,wang_2007,Wang (2007),1,litterscheidt_financial_2020,"Wang, W., & Benbasat, I. (2007). Recommendation agents for electronic commerce: Effects of explanation facilities on trusting beliefs. Journal of Management Information Systems, 23(4), 217-246."
2072,wang_2011,Wang (2011),1,berger_watch_2021,"Wang M, Hua X-S (2011) Active learning in multimedia annotation and retrieval: a survey. ACM Trans Intell Syst Technol 2(2):1�21. https://doi.org/10.1145/1899412.1899414"
2073,wang_2024,Wang (2024),1,kobis_delegation_2025,"40. Wang, Y., Li, H., Han, X., Nakov, P. & Baldwin, T. Do-not-answer: evaluating safeguards in LLMs. In Findings Assoc. Comput. Linguist. EACL 2024 896�911 (2024)."
2074,warren_1997,Warren (1997),1,bigman_people_2018,"Warren, M. A. (1997). Moral status: Obligations to persons and other living things. Clarendon Press."
2075,wasilow_2019,Wasilow (2019),1,salatino_influence_2025,"4. Wasilow, S. & Thorpe, J. B. Artificial intelligence, robotics, ethics, and the military: A Canadian perspective. AI Mag. 40 (1), 37�48 (2019)."
2076,waytz_2010,Waytz (2010),1,hueholt_trusting_2026,"Waytz, A., Gray, K., Epley, N., Wegner, D.M., 2010. Causes and consequences of mind perception. Trends Cogn. Sci. 14 (8), 383�388. http://dx.doi.org/10.1016/ j.tics.2010.05.006."
2077,wcatherford_1978,Wcatherford (1978),1,weaver_politics_1986,"Wcatherford, M. Stephen (1978) 'Economic Conditions and Electoral Outcomes: Class Differences"
2078,weatherford_1983,Weatherford (1983),1,weaver_politics_1986,"Weatherford, M. Stephen (1983) Economic Voting and the 'Symbolic Politics' Argument: A"
2079,weaver_1985,Weaver (1985),1,weaver_politics_1986,"Weaver, R. Kent (1985) 'Are Parliamentary Systems Better?,' The Brookings Review. 3,4 (Summer)"
2080,weaver_1987,Weaver (1987),1,weaver_politics_1986,"Weaver, R. Kent (1987) 'Political Foundations of Swedish Economic Policy,' in Barry Bosworth and"
2081,weaver_2001,Weaver (2001),1,newman_eliminating_2020,"Weaver, G. R., & Trevino, L. K. (2001). The role of human resources in ethics/compliance"
2082,webster_2017,Webster (2017),1,bigman_people_2018,"Webster, R. J. (2017). Toward transoral peripheral lung access: Combining con- tinuum robots and steerable needles. Journal of Medical Robotics Research, 02(01), 1750001. https://doi.org/10.1142/S2424905X17500015."
2083,wegner_1999,Wegner (1999),1,salatino_influence_2025,"28. Wegner, D. M. & Wheatley, T. Apparent mental causation: sources of the experience of will. Am. Psychol. 54 (7), 480 (1999)."
2084,wegner_2013,Wegner (2013),1,logg_algorithm_2019,"Wegner, D. M., & Ward, A. F. (2013). How Google is changing your brain. Scientific"
2085,wegner_2017,Wegner (2017),1,bigman_people_2018,"Wegner, D. M., & Gray, K. (2017). The mind club. New York, NY: Viking."
2086,weiner_1979,Weiner (1979),1,bartling_fischbacher_schudy_2015,"Weiner, B., 1979. A theory of motivation for some classroom experiences. J. Educ. Psychol. 71, 3�25."
2087,weiner_1985,Weiner (1985),1,shank_attributions_2019,"Weiner, B. (1985). An attributional theory of achievement motivation and emotion. Psychological Review, 92, 548�573."
2088,weiner_1986,Weiner (1986),1,shank_attributions_2019,"Weiner, B. (1986). An attributional theory of motivation and emotion. New York: Springer-Verlag."
2089,weingast_1983,Weingast (1983),1,fiorina_legislator_1986,"Weingast, Barry R., and Mark J. Moran. 1983. ""Bureaucratic Discretion or Congres- sional Control? Regulatory Policymaking by the Federal Trade Commission,"" 91 Journal of Political Economy 765-800."
2090,weingast_1984,Weingast (1984),1,hill_does_2015,"Weingast, Barry R. (1984) ""The Congressional-Bureaucratic System: A Principal Agent Perspective (with Applications to the SEC),"" 44 Public Choice 174."
2091,wellman_2017,Wellman (2017),1,bonnefon_the_2024,"Wellman MP, Rajan U. 2017. Ethical issues for autonomous trading agents. Minds Mach. 27:609�24"
2092,welter_2013,Welter (2013),1,trunk_current_2020,"Welter, Simon, Jo�rg. H. Mayer, and Reiner Quick. 2013. Improving environmental scanning systems using bayesian networks. Business Research 6 (2): 169�213."
2093,wendt_2000,Wendt (2000),1,pezzo_pezzo_physician_2006,"9. Wendt T, Knaup-Gregori P, Winter A. Decision support in medi- cine: a survey of problems of user acceptance. Stud Health Technol Inform. 2000;77:852�6."
2094,werner_2024,Werner (2024),1,normann_delegate_2025,"Werner, Tobias, ""Algorithmic and Human Collusion,"" Available at SSRN 3960738, 2024. Wright, Julian, ""Punishment Strategies in Repeated Games: Evidence from Experimental"
2095,wesche_2019,Wesche (2019),1,jolly_not_2025,"Wesche, J. S., & Sonderegger, A. (2019). When computers take the lead: The automation of leadership. Computers in Human"
2096,westin_2016,Westin (2016),1,burton_systematic_2020,"Westin, C., Borst, C., & Hilburn, B. (2016). Strategic conformance: Over- coming acceptance issues of decision aiding automation? IEEE Transac- tions on Human-Machine Systems, 46(1), 41�52. https://doi.org/10. 1109/THMS.2015.2482480"
2097,whalen_1985,Whalen (1985),1,weaver_politics_1986,"Whalen, Charles and Whalen, Barbara (1985) The Longest Debate: A Legislative History of the ig64 Civil"
2098,wheatley_2005,Wheatley (2005),1,coffman_intermediation_2011,"Wheatley, Thalia, and Jonathan Haidt. 2005. ""Hypnotic Disgust Makes Moral Judgments More Severe."" Psychological Science, 16(10): 780�84."
2099,where_2016,Where (2016),1,european_union_ai_act_2024,"9. Where applicable, deployers of high-risk AI systems shall use the information provided under Article 13 of this Regulation to comply with their obligation to carry out a data protection impact assessment under Article 35 of Regulation (EU) 2016/679 or Article 27 of Directive (EU) 2016/680."
2100,white_1959,White (1959),1,liu_when_2021,"White, R. W. (1959). Motivation reconsidered: The concept of competence. Psychological Review, 66(5), 297�333. https://doi.org/10.1037/h0040934"
2101,whittle_2019,Whittle (2019),1,trunk_current_2020,"Whittle, Therese, Elena Gregova, Ivana Podhorska, and Zuzana Rowland. 2019. Smart manufacturing technologies: Data-driven algorithms in production planning, sustainable value creation, and operational performance improvement. Economics, Management and Financial Markets 14 (2): 52�57."
2102,whyte_1991,Whyte (1991),1,kirchkamp_sharing_2019,"Whyte, G. (1991). Di usion of responsibility: E ects on the escalation tendency. Journal of"
2103,wickham_2016,Wickham (2016),1,bogert_humans_2021,"32. Wickham, H. Elegant Graphics for Data Analysis (Springer, New York, 2016)."
2104,wiese_2022,Wiese (2022),1,hueholt_trusting_2026,"Wiese, E., Weis, P.P., Bigman, Y., Kapsaskis, K., Gray, K., 2022. It's a match: Task assignment in human�robot collaboration depends on mind perception. Int. J. Soc. Robot. 14 (1), 141�148. http://dx.doi.org/10.1007/s12369-021-00771-z."
2105,wiesenfeld_2000,Wiesenfeld (2000),1,newman_eliminating_2020,"Wiesenfeld, B. M., Brockner, J., & Thibault, V. (2000). Procedural fairness, managers' self-"
2106,wildavsky_1980,Wildavsky (1980),1,weaver_politics_1986,"Wildavsky, Aaron (1980) How to Limit Government Spending, Berkeley: University of California Press."
2107,wildschut_2003,Wildschut (2003),1,kirchkamp_sharing_2019,"Wildschut, T., Pinter, B., Vevea, J. L., Insko, C. A., and Schopler, J. (2003). Beyond the group"
2108,will_2022,Will (2022),1,dargnies_aversion_2026,"Will, P., Krpan, D. & Lordan, G. (2022). People versus machines: introducing the HIRE framework. Artificial Intelligence Review 1-30."
2109,willemain_1991,Willemain (1991),1,dietvorst_overcoming_2018,Willemain TR (1991) The effect of graphical adjustment on forecast accuracy. Internat. J. Forecasting 7(2):151�154.
2110,willemse_2019,Willemse (2019),1,qin_ai_2025,"Willemse, C. J. A. M., & Van Erp, J. B. F. (2019). Social touch in human� robot interaction: Robot-initiated touches can induce positive responses without extensive prior bonding. International Journal of Social Robotics, 11, 285�304. https://doi.org/10.1007/s12369-018-0500-9 *W�lker, A., & Powell, "
2111,william_2017,William (2017),1,heaton_social_2023,[72] William Turton. 2017. The algorithm is innocent. Google and Facebook deflect
2112,willis_2011,Willis (2011),1,litterscheidt_financial_2020,"Willis, L. E. (2011). The Financial Education Fallacy. American Economic Review, 101(3), 429-34."
2113,willson_2017,Willson (2017),1,shank_attributions_2019,"Willson, M. (2017). Algorithms (and the) everyday. Information, Communication & Society, 20(1),"
2114,wilson_2002,Wilson (2002),1,litterscheidt_financial_2020,"Wilson, T. D., Centerbar, D. B., & Brekke, N. (2002). Mental contamination and the debiasing problem. In T. Gilovich, D. Griffin, & D. Kahneman (Eds.), Heuristics and biases: The psychology of intuitive judgment (pp. 185-200). New York, NY, US: Cambridge University Press."
2115,wilson_2016,Wilson (2016),1,newman_eliminating_2020,"Wilson, H. J., Alter, A., & Shukla, P. (2016). Companies are reimagining business pro-"
2116,wilson_2017,Wilson (2017),1,kormylo_till_2025,"Wilson, H., Daugherty, P., and Bianzino, N. 2017. ""When Ai Becomes the New Face of Your Brand,"" Harvard Business Review (27)."
2117,wiltshire_2015,Wiltshire (2015),1,bigman_people_2018,"Wiltshire, T. J. (2015). A prospective framework for the design of ideal artificial moral agents: Insights from the science of heroism in humans. Minds and Machines, 25(1), 57�71. https://doi.org/10.1007/s11023-015-9361-2."
2118,winfield_2018,Winfield (2018),1,burton_systematic_2020,"Winfield, A. F. T. (2018). Experiments in artificial theory of mind: From safety to story-telling. Frontiers in Robotics and AI, 5(75), 1�13. https:// doi.org/10.3389/frobt.2018.00075"
2119,without_2016,Without (2016),1,european_union_ai_act_2024,"10. Without prejudice to Directive (EU) 2016/680, in the framework of an investigation for the targeted search of a person suspected or convicted of having committed a criminal offence, the deployer of a high-risk AI system for post-remote biometric identification shall request an authorisation, ex "
2120,wong_2019,Wong (2019),1,trunk_current_2020,"Wong, Pak-Hang. 2019. Democratizing algorithmic fairness. Philosophy & Technology. https://doi.org/ 10.1007/s13347-019-00355-w."
2121,woodhouse_1997,Woodhouse (1997),1,kormylo_till_2025,"Woodhouse, E. J., and Nieusma, D. 1997. ""When Expert Advice Works, and When It Does Not,"" IEEE Technology and Society Magazine (16:1), pp. 23-29."
2122,woollard_2015,Woollard (2015),1,niszczota_robo-investors_2020,"40. Woollard F. Doing and allowing harm. Oxford University Press, USA; 2015."
2123,woolley_2018,Woolley (2018),1,logg_algorithm_2019,"Woolley, K., & Risen, J. L. (2018). Closing your eyes to follow your heart: Avoiding in- formation to protect a strong intuitive preference. Journal of personality and social psychology, 114(2), 230."
2124,worrell_2004,Worrell (2004),1,sharan_dont_2020,"Worrell, F.C., Cross Jr., W.E., 2004. The reliability and validity of Big Five Inventory scores with African American college students. J. Multicult. Counsel. Dev. 32 (1), 18�32."
2125,wotton_2022,Wotton (2022),1,bonnefon_the_2024,"Wotton ME, Bennett JM, Modesto O, Challinor KL, Prabhakharan P. 2022. Attention all ""drivers"": You could"
2126,wright_1977,Wright (1977),1,weaver_politics_1986,"Wright, Gerald C , Jr. (1977) 'Constituency Responses to Congressional Behavior: The Impact of the"
2127,wright_2010,Wright (2010),1,bigman_people_2018,"Wright, J. R., & Leyton-Brown, K. (2010). Beyond equilibrium : Predicting human be- havior in normal-form games. In Proceedings of the twenty-fourth AAAI conference on artificial intelligence (AAAI-10) (pp. 901�907). < http://doi.org/978-1-57735- 463-5 > . Yamane, K., Fujiwara, J., Endo, Y., Machii,"
2128,wright_2018,Wright (2018),1,trunk_current_2020,"Wright, Scott A., and Ainslie E. Schultz. 2018. The rising tide of artificial intelligence and business automation: Developing an ethical framework. Business Horizons 61 (6): 823�832. https://doi.org/ 10.1016/j.bushor.2018.07.001."
2129,wu_2025,Wu (2025),1,killoran_learn_2026,"5. D. Wu et al., First, do NOHARM: Towards clinically safe large language models. arXiv [Preprint] (2025). https://arxiv.org/abs/2512.01241 (Accessed 2 March 2026)."
2130,xie_2024,Xie (2024),1,kobis_delegation_2025,"39. Xie, T. et al. SORRY-bench: systematically evaluating large language model safety refusal behaviors. Preprint at https://arxiv.org/abs/2406.14598 (2024)."
2131,xinge_2021,Xinge (2021),1,chen_AI_2026,"[61] Xinge Li and Yongjun Sung. 2021. Anthropomorphism brings us closer: The mediating role of psychological distance in User�AI assistant interactions. Com- puters in Human Behavior 118 (2021), 106680. doi:10.1016/j.chb.2021.106680"
2132,xinyue_2025,Xinyue Li (2025),1,chen_AI_2026,"[60] Xinyue Li, Mingpeng Huang, Jialin Liu, Yifan Fan, and Min Cui. 2025. The"
2133,xu_2021,Xu (2021),1,salatino_influence_2025,"39. Xu, Y. et al. Artificial intelligence: A powerful paradigm for scientific research. Innovation 2 (4) (2021)."
2134,yaacov_2010,Yaacov (2010),1,chen_AI_2026,"[99] Yaacov Trope and Nira Liberman. 2010. Construal-level theory of psychological distance. Psychological Review 117, 2 (2010), 440�463. doi:10.1037/a0018963"
2135,yablonsky_2019,Yablonsky (2019),1,trunk_current_2020,"Yablonsky, Sergey A. 2019. Multidimensional data-driven artificial intelligence innovation. Technology Innovation Management Review 9 (12): 16�28. https://doi.org/10.22215/timreview/1288."
2136,yang_2017,Yang (2017),1,sharan_dont_2020,"Yang, X.J., Unhelkar, V.V., Li, K., Shah, J.A., 2017. March). Evaluating effects of user experience and system transparency on trust in automation. In: 2017 12th ACM/IEEE"
2137,yaniv_2004,Yaniv (2004),1,logg_algorithm_2019,"Yaniv, I. (2004). The benefit of additional opinions. Current Directions in Psychological"
2138,yaniv_2007,Yaniv (2007),1,litterscheidt_financial_2020,"Yaniv, I., & Milyavsky, M. (2007). Using advice from multiple sources to revise and improve judgments. Organizational Behavior and Human Decision Processes, 103(1), 104-120."
